facility_id,facility_type,name,address,district,lon,lat,rooms,star_rating,capacity_0.6,capacity_0.7,capacity_0.8
HOTEL_594,酒店,和颐至尚酒店(成都杜甫草堂省医院地铁站店),浣花北路1号附20号,成都市,104.036726,30.665508,83,3,99.6,116.19999999999999,132.8
HOTEL_595,酒店,元一酒店(成都新会展中心世纪城地铁站店),云华路中段无国界18栋2单元1楼,成都市,104.060954,30.548562,46,2,55.199999999999996,64.39999999999999,73.60000000000001
HOTEL_596,酒店,全季酒店(成都武侯祠大石东路店),大石东路186号,成都市,104.046327,30.651104,93,3,111.6,130.2,148.8
HOTEL_597,酒店,尚美CC影院公寓(五粮液文化体育中心保利大都汇店),保利大都汇保利广场大天路700号2栋附124,成都市,104.074789,30.756452,30,2,36.0,42.0,48.0
HOTEL_598,酒店,云上假日酒店(成都金融城地铁站双子塔店),交子大道88号中航国际广场C座15楼,成都市,104.061988,30.583711,60,3,72.0,84.0,96.0
HOTEL_599,酒店,如家酒店·neo(成都文殊院骡马市地铁站店),西玉龙街小福建营巷7号,成都市,104.067194,30.668203,104,2,124.8,145.6,166.4
HOTEL_600,酒店,希岸酒店(成都新会展环球中心店),天府三街1599号1号楼附101、102号,成都市,104.03809,30.546398,78,3,93.6,109.19999999999999,124.80000000000001
HOTEL_601,酒店,竹雅云栖酒店(成都熊猫基地店),斧头山路187号,成都市,104.136396,30.728796,32,2,38.4,44.8,51.2
HOTEL_602,酒店,星程酒店(成都新会展中心店),天府二街益州大道中段722号复城国际T5号楼,成都市,104.055322,30.550901,114,3,136.79999999999998,159.6,182.4
HOTEL_603,酒店,奕泊Comzz lnn酒店(成都西站中坝地铁站店),光华北三路238号西城新中心E栋12楼,成都市,103.966233,30.675461,40,3,48.0,56.0,64.0
HOTEL_604,酒店,如家酒店.neo(成都天府广场博物馆店),中南大街56号,成都市,104.062309,30.650356,81,2,97.2,113.39999999999999,129.6
HOTEL_605,酒店,晚舟酒店(成都九眼桥牛王庙地铁站店),宏济新路618号茂业豪园2号楼,成都市,104.091684,30.642291,35,2,42.0,49.0,56.0
HOTEL_606,酒店,全季酒店(成都电子科大清水河校区店),天骄路555号2栋2单元,成都市,103.926303,30.759227,204,3,244.79999999999998,285.59999999999997,326.40000000000003
HOTEL_607,酒店,未来骑士·犀城别院民宿酒店(成都犀浦地铁站店),犀浦街道岚牌街130号,成都市,103.974999,30.753804,45,2,54.0,62.99999999999999,72.0
HOTEL_608,酒店,和凰酒店(凤凰山体育公园保利大都汇店),大丰保利广场3栋19楼,成都市,104.073378,30.756343,50,2,60.0,70.0,80.0
HOTEL_609,酒店,成都世纪城天堂洲际大饭店,高新区世纪城路88号,成都市,104.072279,30.55994,555,5,666.0,777.0,888.0
HOTEL_610,酒店,如家精选酒店(成都宽窄巷子抚琴地铁站店),抚琴西路128号,成都市,104.036219,30.678051,81,3,97.2,113.39999999999999,129.6
HOTEL_611,酒店,柏悦云璟酒店(文殊院地铁站店),江汉路1号附2号,成都市,104.067321,30.673186,42,3,50.4,58.8,67.2
HOTEL_612,酒店,你好酒店(成都万象城店),双成五路66号12栋2单元1层2号16-21楼,成都市,104.122389,30.645985,90,3,108.0,125.99999999999999,144.0
HOTEL_613,酒店,成都春熙路太古里丽柏酒店,总府路57号,成都市,104.074167,30.658939,89,4,106.8,124.6,142.4
HOTEL_614,酒店,桔子酒店(成都一品天下金沙遗址博物馆店),同盛路59号1层,成都市,104.01531,30.680257,80,3,96.0,112.0,128.0
HOTEL_615,酒店,宜必思酒店(成都宽窄巷子中心酒店),东城根下街28号8层9层10层11层12层,成都市,104.060784,30.670811,95,3,114.0,133.0,152.0
HOTEL_616,酒店,新港酒店(红高路地铁站西华大学店),犀浦高店路东段1001号,成都市,103.950806,30.769714,98,3,117.6,137.2,156.8
HOTEL_617,酒店,怡家丽景酒店(犀浦地铁站店),犀浦镇泰山北街1号万达广场1栋2单元1楼,成都市,103.962997,30.762428,85,3,102.0,118.99999999999999,136.0
HOTEL_618,酒店,宿铂漫酒店(成都动物园地铁站店),荆翠西路2号金科中心5栋,成都市,104.10288,30.717492,78,3,93.6,109.19999999999999,124.80000000000001
HOTEL_619,酒店,X设计师酒店(成都东郊记忆店),建设南支路4号东郊记忆园区1栋,成都市,104.121113,30.668677,39,3,46.8,54.599999999999994,62.400000000000006
HOTEL_620,酒店,全季酒店(成都339天府熊猫塔新鸿路店),成华大道新鸿路398号,成都市,104.106894,30.661482,107,3,128.4,149.79999999999998,171.20000000000002
HOTEL_621,酒店,叶蓉府酒店(成都迎宾大道地铁站茶店子客运中心店),迎宾大道336号,成都市,104.00603,30.70984,45,3,54.0,62.99999999999999,72.0
HOTEL_622,酒店,如家精选酒店(成都东郊记忆新鸿路地铁站店),成华大道新鸿路233号,成都市,104.105959,30.662033,78,3,93.6,109.19999999999999,124.80000000000001
HOTEL_623,酒店,美洲假日酒店(成都火车南站庆安地铁站店),火车南站西路1266号,成都市,104.037593,30.596604,76,3,91.2,106.39999999999999,121.60000000000001
HOTEL_624,酒店,汉庭酒店(成都高新天府三街),天府三街1166号,成都市,104.044638,30.547049,130,3,156.0,182.0,208.0
HOTEL_625,酒店,民生电竞酒店,西航港街道黄河中路二段69号,成都市,104.000752,30.567974,30,2,36.0,42.0,48.0
HOTEL_626,酒店,成都双流机场江河汇国际酒店(奥特莱斯店),航都大街二段356号,成都市,103.941693,30.594599,188,4,225.6,263.2,300.8
HOTEL_627,酒店,成都天河智选假日酒店(犀浦高铁站店),两河西路169号一楼,成都市,103.977337,30.745629,168,4,201.6,235.2,268.8
HOTEL_628,酒店,桔子酒店(成都浣花溪店),外双楠龙华北路7号,成都市,104.013426,30.650086,139,3,166.79999999999998,194.6,222.4
HOTEL_629,酒店,全季酒店(成都金牛万达店),北站西二路17号,成都市,104.066399,30.687884,206,3,247.2,288.4,329.6
HOTEL_630,酒店,飓龙电竞酒店(成都建设路店),建设路第五大道E座26号4楼,成都市,104.10309,30.669703,37,2,44.4,51.8,59.2
HOTEL_631,酒店,成都沐春酒店(中铁产业园店),天佑路145号,成都市,104.092473,30.768242,65,3,78.0,91.0,104.0
HOTEL_632,酒店,星程酒店(成都宽窄巷子地铁站店),西安中路42号,成都市,104.048315,30.667198,72,3,86.39999999999999,100.8,115.2
HOTEL_634,酒店,成都金竹韵酒店,果堰街12号1幢1-4层,成都市,103.994121,30.641928,67,2,80.39999999999999,93.8,107.2
HOTEL_635,酒店,汉庭酒店(成都火车东站绿地468店),海棠路1958号,成都市,104.133735,30.601637,99,2,118.8,138.6,158.4
HOTEL_636,酒店,迪邦智选酒店(火车东站四川师范大学店),狮子山静缘路8号,成都市,104.113295,30.613613,62,3,74.39999999999999,86.8,99.2
HOTEL_637,酒店,IGenie·爱精灵电竞酒店(成都环球中心店),盛邦街88号汇锦广场C座二单元4楼,成都市,104.053843,30.556053,40,2,48.0,56.0,64.0
HOTEL_638,酒店,IGenie·爱精灵电竞酒店(成都西站中坝地铁站店),光华北六路388号5栋1单元7层,成都市,103.957459,30.676896,34,2,40.8,47.599999999999994,54.400000000000006
HOTEL_639,酒店,风尚天骄酒店(成都宽窄巷子骡马市地铁站店),西玉龙街210号,成都市,104.066554,30.667414,73,2,87.6,102.19999999999999,116.80000000000001
HOTEL_640,酒店,百花驿·艺术酒店 (成都双流机场万达广场店),东升镇双楠大道中段333号金恒德汽配城3期4栋1号,成都市,103.930519,30.598272,76,3,91.2,106.39999999999999,121.60000000000001
HOTEL_641,酒店,速8精选酒店(成都春熙路市二医院地铁站店),武成大街166号,成都市,104.085597,30.660358,64,2,76.8,89.6,102.4
HOTEL_642,酒店,喜登云端酒店(成都武侯立交地铁站店),聚龙路1251号万茂大厦,成都市,103.992454,30.626051,40,3,48.0,56.0,64.0
HOTEL_643,酒店,桔子酒店(成都华西人民南路店),国学巷6号 (华西医院),成都市,104.062576,30.644082,108,3,129.6,151.2,172.8
HOTEL_644,酒店,诗艺电竞酒店(九眼桥四川大学店),一环路南一段9号,成都市,104.082085,30.636829,40,2,48.0,56.0,64.0
HOTEL_645,酒店,IGenie爱精灵·万兆电竞酒店(成都科华中路四川大学店),科华中路139号12楼,成都市,104.077536,30.616775,35,2,42.0,49.0,56.0
HOTEL_646,酒店,如家酒店(成都新都三河场地铁站店),物流大道299号3栋,成都市,104.135744,30.795163,80,2,96.0,112.0,128.0
HOTEL_647,酒店,豪悦四季酒店(成都双流国际机场顺风地铁站店),珠江路600号韩国城2期5栋2单元,成都市,104.00889,30.572159,80,3,96.0,112.0,128.0
HOTEL_648,酒店,恩季S丨VIBRANT天府·设计师酒店(成都春熙路太古里店),青年路67号3楼,成都市,104.071935,30.657008,40,3,48.0,56.0,64.0
HOTEL_649,酒店,成都境界酒店(中坝地铁站妇女儿童医院店),日月大道一段1501号万和中心4栋1楼143,成都市,103.963619,30.675622,30,2,36.0,42.0,48.0
HOTEL_650,酒店,全季酒店(成都武侯祠红牌楼地铁站),高升桥路19号,成都市,104.034163,30.637003,120,3,144.0,168.0,192.0
HOTEL_651,酒店,成都锦悦花园酒店(建设路东郊记忆店),八里庄路69号附35号,成都市,104.113505,30.691023,73,3,87.6,102.19999999999999,116.80000000000001
HOTEL_652,酒店,7天酒店(成都华西锦里古街省体育馆地铁站店),一环路南三段25号地铁A出口直走700米,成都市,104.05867,30.633643,129,2,154.79999999999998,180.6,206.4
HOTEL_653,酒店,空港明珠酒店(成都双流国际机场店),珠江路600号蓝光空港国际城2期,成都市,104.008111,30.571791,93,3,111.6,130.2,148.8
HOTEL_655,酒店,成都香榭华景酒店,龙城大道9号师大现代花园1栋2单元14楼,成都市,104.198368,30.573921,95,2,114.0,133.0,152.0
HOTEL_656,酒店,成都天幕云居酒店(金石路地铁站店),三色路360号华润东原时光绘3栋907,成都市,104.08783,30.59302,60,2,72.0,84.0,96.0
HOTEL_657,酒店,全季酒店(成都太古里滨江路店),滨江东路162号,成都市,104.079316,30.645559,108,3,129.6,151.2,172.8
HOTEL_658,酒店,汉庭酒店(成都太古里东门大桥店),东风路19号1楼,成都市,104.091865,30.651628,111,2,133.2,155.39999999999998,177.60000000000002
HOTEL_659,酒店,维也纳酒店(金牛万达李家沱地铁站店),二环路北四段9号,成都市,104.095912,30.691686,191,3,229.2,267.4,305.6
HOTEL_660,酒店,成都淘木屋酒店(红高路地铁站店),尚华路万景峰2期2栋4楼,成都市,103.930224,30.77493,47,2,56.4,65.8,75.2
HOTEL_661,酒店,喜樂院子·影音民宿(成都玉林西路省体育馆地铁站店),一环路南三段小天南巷39号1层4-8轴线号,成都市,104.057134,30.633776,60,2,72.0,84.0,96.0
HOTEL_662,酒店,IGenie·爱精灵电竞酒店(成都光华店),青羊大道11号4层407,成都市,104.007059,30.658321,30,2,36.0,42.0,48.0
HOTEL_663,酒店,成都万象四季酒店(成都东站店),长天路11号沙河湾1栋19楼,成都市,104.125602,30.646761,43,2,51.6,60.199999999999996,68.8
HOTEL_664,酒店,森南酒店(吾悦广场武侯立交地铁站店),万兴路522号,成都市,103.989793,30.619256,56,3,67.2,78.39999999999999,89.60000000000001
HOTEL_665,酒店,IGenie爱精灵·万兆电竞酒店(成都大丰凤凰山体育公园店),大丰街道大天路505号1栋4层417号,成都市,104.069148,30.758983,30,2,36.0,42.0,48.0
HOTEL_666,酒店,MR·米朵智慧酒店(成都双流机场川大店),西航港街道文星镇蜀龙路119号,成都市,103.987815,30.547419,58,3,69.6,81.19999999999999,92.80000000000001
HOTEL_667,酒店,你好酒店(成都科华北路四川大学店),科华北路24号,成都市,104.076125,30.630694,70,2,84.0,98.0,112.0
HOTEL_668,酒店,宜必思酒店(成都武候祠锦里店),一环路西一段13号附一号,成都市,104.04159,30.644504,109,3,130.79999999999998,152.6,174.4
HOTEL_671,酒店,汉庭酒店(成都春熙路太古里中心店),暑袜北三街20号西楼,成都市,104.07447,30.659293,87,3,104.39999999999999,121.8,139.20000000000002
HOTEL_672,酒店,你好酒店(成都宽窄巷子店),同心路43号,成都市,104.054702,30.675643,89,3,106.8,124.6,142.4
HOTEL_673,酒店,成都丨MCLAREN·HOTEL丨迈凯伦酒店(熊猫基地天府国际动漫城店),昭觉寺横路99号,成都市,104.105047,30.701281,113,4,135.6,158.2,180.8
HOTEL_674,酒店,Anran安然·高空酒店(春熙路天府广场店),锦兴路63号1单元,成都市,104.069562,30.651662,48,3,57.599999999999994,67.19999999999999,76.80000000000001
HOTEL_675,酒店,基准优品酒店(成都双凤桥地铁站店),簇桥双凤五路318号,成都市,103.96743,30.613477,40,2,48.0,56.0,64.0
HOTEL_677,酒店,IGenie电竞酒店(成都世豪广场店),天府三街1166号1栋6层606号,成都市,104.044271,30.547107,36,2,43.199999999999996,50.4,57.6
HOTEL_678,酒店,成都新兰天地酒店,泰和二街66号,成都市,104.057974,30.600463,278,4,333.59999999999997,389.2,444.8
HOTEL_679,酒店,如家睿柏·云酒店(成都蜀汉东路一品天下地铁站店),黄忠路1号,成都市,104.01589,30.690627,98,3,117.6,137.2,156.8
HOTEL_680,酒店,奕泊Comzz lnn酒店(成都万象城万年场地铁站店),双成五路66号观城商业广场26楼,成都市,104.122559,30.64588,30,3,36.0,42.0,48.0
HOTEL_681,酒店,尚客优悦酒店(成都华西医院武侯祠店),簧门街34号附14号,成都市,104.061741,30.64572,56,3,67.2,78.39999999999999,89.60000000000001
HOTEL_683,酒店,拾间酒店(成都双流国际机场店),黄河北路38号,成都市,103.996547,30.577832,58,3,69.6,81.19999999999999,92.80000000000001
HOTEL_684,酒店,乐乎酒店(成都文殊院店),北打铜街8号新时代广场C座1楼,成都市,104.072136,30.669768,55,3,66.0,77.0,88.0
HOTEL_686,酒店,如家酒店·neo(成都武侯祠高升桥地铁站店),一环路南四段兴蓉西巷4号,成都市,104.044872,30.637413,136,2,163.2,190.39999999999998,217.60000000000002
HOTEL_688,酒店,成都追马卡拉酒店(杜甫草堂城西优品道店),瑞联路瑞南街118号,成都市,103.99997,30.663982,112,2,134.4,156.79999999999998,179.20000000000002
HOTEL_690,酒店,成都鸿雅居酒店(三河场地铁站店),三河街道蓉香路160号3幢1层,成都市,104.141277,30.785534,35,2,42.0,49.0,56.0
HOTEL_691,酒店,漳禾酒店(成都宽窄巷子花牌坊地铁站店),一环路北一段113号3幢,成都市,104.049346,30.683575,92,3,110.39999999999999,128.79999999999998,147.20000000000002
HOTEL_692,酒店,如家商旅酒店(成都龙泉国际汽车城总部经济港店),金桉路118号,成都市,104.185473,30.577068,82,3,98.39999999999999,114.8,131.20000000000002
HOTEL_693,酒店,宜必思酒店(成都美洲中心庆安地铁站店),新悦路85号,成都市,104.036914,30.598296,108,3,129.6,151.2,172.8
HOTEL_694,酒店,全季酒店(成都青羊万达光华大道店),光华北六路1号13栋附115号,成都市,103.949448,30.669277,146,3,175.2,204.39999999999998,233.60000000000002
HOTEL_695,酒店,汉庭酒店(成都太古里店),北新街40号,成都市,104.077078,30.657708,103,2,123.6,144.2,164.8
HOTEL_696,酒店,威斯凯尔酒店(成都火车南站地铁站店),广和二街62号,成都市,104.05933,30.605463,54,3,64.8,75.6,86.4
HOTEL_697,酒店,南悦酒店(成都春熙路地铁站四川大学店),新南路42号,成都市,104.074968,30.641056,51,3,61.199999999999996,71.39999999999999,81.60000000000001
HOTEL_698,酒店,汉庭优佳酒店(成都武侯簇桥地铁站店),金履二路452号,成都市,103.982039,30.606589,97,3,116.39999999999999,135.79999999999998,155.20000000000002
HOTEL_699,酒店,爱电竞酒店(成都新会展环球中心店),天府一街两江国际369号一栋二单元31楼,成都市,104.059117,30.55961,32,2,38.4,44.8,51.2
HOTEL_700,酒店,鑫玖居港湾智能酒店(成都世纪城会展中心世纪城地铁站店),天府二街蜀都中心138号3栋1楼大厅,成都市,104.066123,30.552197,54,3,64.8,75.6,86.4
HOTEL_701,酒店,陌上轻雅酒店(成都龙湖北城天街五块石地铁站店),五块石路16号,成都市,104.067418,30.709288,100,4,120.0,140.0,160.0
HOTEL_702,酒店,麗枫酒店(成都西南交大火车北站店),二环路北二段177号,成都市,104.065004,30.69519,118,4,141.6,165.2,188.8
HOTEL_703,酒店,成都斯威夫特酒店(世纪城新会展中心天府三街地铁站店),高新区天府三街吉泰路666号3栋附29号,成都市,104.0653,30.548287,60,3,72.0,84.0,96.0
HOTEL_704,酒店,丽之金酒店(成都双流国际机场航都大街地铁站店),商都路612号,成都市,103.938293,30.595332,55,3,66.0,77.0,88.0
HOTEL_706,酒店,花漾酒店(成都环球中心世纪城新会展中心店),梓州大道200号6栋1楼7号,成都市,104.08703,30.551943,57,3,68.39999999999999,79.8,91.2
HOTEL_707,酒店,成都太古里春熙CitiGO欢阁酒店,年丰巷51号,成都市,104.091721,30.644623,120,3,144.0,168.0,192.0
HOTEL_708,酒店,汉庭优佳酒店(成都宽窄巷子店),西安北路90号,成都市,104.048572,30.670853,54,3,64.8,75.6,86.4
HOTEL_709,酒店,密斯万象酒店(成都东站西广场店),锦绣大道4749号东悦荟3栋A座,成都市,104.136472,30.626323,43,2,51.6,60.199999999999996,68.8
HOTEL_711,酒店,尚春熙酒店(成都青羊万达店),光华西三路金地自在湾2栋A座,成都市,103.954365,30.672033,40,2,48.0,56.0,64.0
HOTEL_712,酒店,速8精选酒店(成都红光西华大学店),红光镇犀团路1805号,成都市,103.967188,30.794628,126,3,151.2,176.39999999999998,201.60000000000002
HOTEL_713,酒店,宜必思尚品酒店(成都春熙路步行街店),大业路39号3-5层,成都市,104.069448,30.653722,121,3,145.2,169.39999999999998,193.60000000000002
HOTEL_714,酒店,桔子酒店(成都文殊院地铁站店),人民中路三段3号,成都市,104.068819,30.673254,90,3,108.0,125.99999999999999,144.0
HOTEL_715,酒店,成都喜乐·影院酒店(华侨城欢乐谷西南交通大学九里校区店),甘泉路9号,成都市,104.045566,30.714505,40,2,48.0,56.0,64.0
HOTEL_716,酒店,成都双流机场智选假日酒店,机场路常乐一段17号1栋,成都市,103.979931,30.571106,108,4,129.6,151.2,172.8
HOTEL_717,酒店,全季酒店(成都西南财大地铁站店),群益路7号,成都市,104.019729,30.668546,134,3,160.79999999999998,187.6,214.4
HOTEL_718,酒店,弘扬精品酒店(浣花溪公园龙爪堰地铁站店),龙腾中路3号附39号,成都市,104.01492,30.651751,56,3,67.2,78.39999999999999,89.60000000000001
HOTEL_719,酒店,世纪天祥酒店(成都新会展中心店),天府大道500号东方希望天祥广场C座13层,成都市,104.068227,30.553942,36,2,43.199999999999996,50.4,57.6
HOTEL_720,酒店,欧辰国际酒店(世纪城新会展店),天府二街269号恒大珺临阁28栋31楼3106,成都市,104.062108,30.549598,38,2,45.6,53.199999999999996,60.800000000000004
HOTEL_721,酒店,丽兹酒店(成都欢乐谷新桥地铁站店),星汉北路28号1栋,成都市,104.043806,30.718212,90,3,108.0,125.99999999999999,144.0
HOTEL_722,酒店,全季酒店(成都永丰神仙树店),紫荆西路25号,成都市,104.044554,30.618746,100,3,120.0,140.0,160.0
HOTEL_723,酒店,成都华呈酒店(火车北站西南交大地铁站店),北二环二段438号保利时代荟大厦一楼,成都市,104.06239,30.693966,35,3,42.0,49.0,56.0
HOTEL_724,酒店,如家酒店(成都四川师大地铁店),静安路1号附40号,成都市,104.11584,30.60993,130,2,156.0,182.0,208.0
HOTEL_725,酒店,全季酒店(成都春熙路步行街店),青年路23号,成都市,104.073329,30.655682,133,3,159.6,186.2,212.8
HOTEL_726,酒店,你好酒店(成都文殊院地铁站店),人民中路三段4号4栋,成都市,104.06823,30.67343,100,3,120.0,140.0,160.0
HOTEL_727,酒店,电信1号酒店(成都武侯祠大街华西医院店),利民巷9号,成都市,104.058749,30.640019,46,3,55.199999999999996,64.39999999999999,73.60000000000001
HOTEL_729,酒店,豪庭酒店(成都春熙路天府广场店),"马王庙街59号, 近春熙路宽窄巷子和天府广场",成都市,104.077205,30.667965,90,3,108.0,125.99999999999999,144.0
HOTEL_730,酒店,蓉住民宿(成都东站东广场店),金马河路103号,成都市,104.145818,30.632376,80,2,96.0,112.0,128.0
HOTEL_731,酒店,岚舍·S酒店(成都花牌坊地铁站店),乡农市街68号银咖SPACE15楼1512,成都市,104.044909,30.682705,31,3,37.199999999999996,43.4,49.6
HOTEL_732,酒店,成都锦禧·悦庭酒店(春熙路太古里店),康庄街12号,成都市,104.079723,30.665215,105,3,126.0,147.0,168.0
HOTEL_733,酒店,嘉悦如华酒店(成都红牌楼双楠伊藤店),大华街2号,成都市,104.019849,30.649873,86,3,103.2,120.39999999999999,137.6
HOTEL_734,酒店,成都千和酒店(火车南站店),长华路56号,成都市,104.083935,30.61178,80,3,96.0,112.0,128.0
HOTEL_735,酒店,成都晚悦雅墅(双流国际机场店),西航港大道中二段666号12栋,成都市,103.96528,30.576846,32,2,38.4,44.8,51.2
HOTEL_736,酒店,朴栖·楠庭花园酒店(成都武侯祠华西医院店),浆洗街30号,成都市,104.060094,30.646025,30,3,36.0,42.0,48.0
HOTEL_737,酒店,如家派柏·云酒店(成都世豪广场民乐地铁站店),盛源街277号保利星荟1栋10楼,成都市,104.045964,30.544109,32,2,38.4,44.8,51.2
HOTEL_738,酒店,南倾·星空塔酒店(成都春熙路太古里店),华兴街39号商业场新座1楼,成都市,104.079515,30.659172,120,3,144.0,168.0,192.0
HOTEL_739,酒店,广场宾馆(成都双流国际机场双流广场地铁站店),白河路一段1号,成都市,103.919479,30.563671,130,3,156.0,182.0,208.0
HOTEL_740,酒店,佰郦希玥酒店(成都东站店),邛崃山路66号泊鲤中心6栋1楼,成都市,104.146431,30.633668,58,2,69.6,81.19999999999999,92.80000000000001
HOTEL_742,酒店,宜尚酒店(成都环球中心世纪城新会展店),世纪城路198号时尚天堂街区101号,成都市,104.075436,30.559254,60,3,72.0,84.0,96.0
HOTEL_743,酒店,如家酒店(成都世纪城新会展中心地铁站店),云华路无国界18栋2单元,成都市,104.061009,30.548616,75,2,90.0,105.0,120.0
HOTEL_744,酒店,全季酒店(成都红星桥地铁站店),建设北路一段99号,成都市,104.090867,30.670829,82,3,98.39999999999999,114.8,131.20000000000002
HOTEL_745,酒店,熹堂·Meteor高空酒店(建设路东郊记忆店),朗基S公馆A座,成都市,104.111699,30.673246,40,3,48.0,56.0,64.0
HOTEL_746,酒店,成都鲤伴公寓(文殊院店),人民中路三段1号飞大美寓大厦一楼28号商铺,成都市,104.069268,30.672852,39,2,46.8,54.599999999999994,62.400000000000006
HOTEL_747,酒店,成都天馨酒店,高新西区合作路89号龙湖时代天街6栋0111,成都市,103.921269,30.753701,50,2,60.0,70.0,80.0
HOTEL_748,酒店,怡家城市酒店(成都武侯祠锦里店),武侯祠大街244号,成都市,104.047407,30.644086,90,3,108.0,125.99999999999999,144.0
HOTEL_749,酒店,欢栖H酒店(成都春熙路店),太升北路26号,成都市,104.081441,30.670713,56,3,67.2,78.39999999999999,89.60000000000001
HOTEL_750,酒店,全季酒店(成都春熙路太古里店),东大街下东大街段21号香槟广场三区4层,成都市,104.079279,30.65221,158,3,189.6,221.2,252.8
HOTEL_751,酒店,南锦鸿酒店(成都华西医院武侯祠店),浆洗街27号附12号,成都市,104.059197,30.645751,49,3,58.8,68.6,78.4
HOTEL_752,酒店,汉庭酒店(成都昭觉寺南路地铁站店),驷马桥羊子山路68号,成都市,104.096479,30.703954,92,2,110.39999999999999,128.79999999999998,147.20000000000002
HOTEL_753,酒店,天澜云璟酒店(成都世纪城新会展中心店),天府二街恒大珺临阁28栋1305号,成都市,104.061897,30.55064,50,2,60.0,70.0,80.0
HOTEL_754,酒店,芸锦NYOTA·高空花园设计师酒店(成都羊犀立交迎宾大道店),蜀西环街69号居然大厦1栋1单元22楼,成都市,104.001459,30.702434,40,3,48.0,56.0,64.0
HOTEL_755,酒店,WELSH威尔仕酒店(北城天街五块石地铁站店),王贾路22号2栋,成都市,104.068793,30.71971,30,3,36.0,42.0,48.0
HOTEL_757,酒店,IGenie爱精灵·万兆电竞酒店(成都火车南站凯德天府店),益州大道北段388号城市春天A座8栋21层,成都市,104.059589,30.599484,39,2,46.8,54.599999999999994,62.400000000000006
HOTEL_758,酒店,鹊格庭院酒店(成都双流机场店),簇桥街道七里路252号1栋,成都市,103.977821,30.608237,90,4,108.0,125.99999999999999,144.0
HOTEL_759,酒店,派柏·云酒店(成都春熙路太古里店),书院西街75号,成都市,104.084837,30.65839,50,2,60.0,70.0,80.0
HOTEL_760,酒店,宇洲国际酒店(成都世纪城会展中心店),益州大道中段722号,成都市,104.055804,30.549011,171,4,205.2,239.39999999999998,273.6
HOTEL_761,酒店,速8酒店(成都五粮液文化体育中心大丰地铁站店),大丰方元路53号,成都市,104.063573,30.766182,64,2,76.8,89.6,102.4
HOTEL_762,酒店,成都武侯渝江皇冠假日酒店,潮音路2号,成都市,103.98276,30.645311,335,5,402.0,468.99999999999994,536.0
HOTEL_763,酒店,智慧影院酒店(成都大面铺地铁站店),北川路1841号,成都市,104.201117,30.587847,38,2,45.6,53.199999999999996,60.800000000000004
HOTEL_764,酒店,怡里酒店(成都锦里武侯祠店),永丰路一号附一号,成都市,104.052644,30.633903,30,3,36.0,42.0,48.0
HOTEL_765,酒店,线所酒店(成都动物园昭觉寺南路地铁站店),昭觉寺南路50号4幢1单元13楼,成都市,104.096317,30.699665,34,2,40.8,47.599999999999994,54.400000000000006
HOTEL_766,酒店,青橙时光公寓(成都熊猫基地龙潭寺地铁站店),龙树东一路88号华宇旭辉锦绣广场3栋1单元2楼附245号,成都市,104.163803,30.703288,30,2,36.0,42.0,48.0
HOTEL_767,酒店,全季酒店(成都宽窄巷子西店),清江东路186号,成都市,104.030668,30.668829,134,3,160.79999999999998,187.6,214.4
HOTEL_768,酒店,成都空港云享酒店(双流机场店),双流国际机场北二路6号,成都市,103.960494,30.574848,296,5,355.2,414.4,473.6
HOTEL_769,酒店,锦莱酒店(成都双流机场簇桥地铁站店),川藏路成双段鞋都南1路5号,成都市,103.983597,30.598882,68,3,81.6,95.19999999999999,108.80000000000001
HOTEL_771,酒店,罗拉丽姿酒店(东大路地铁站店),东大路318号天誉五区A座12楼1205,成都市,104.111174,30.633411,80,3,96.0,112.0,128.0
HOTEL_772,酒店,御迦酒店(成都西站店),清百路48号,成都市,103.985946,30.683229,117,3,140.4,163.79999999999998,187.20000000000002
HOTEL_773,酒店,海友酒店(成都武侯祠华西医院店),黉门街34号附1号,成都市,104.061991,30.645725,59,2,70.8,82.6,94.4
HOTEL_774,酒店,成都见舒酒店(火车南站店),神仙树南路63号1楼,成都市,104.049569,30.606603,49,3,58.8,68.6,78.4
HOTEL_775,酒店,柏曼酒店(成都金牛万达文殊院店),解放路一段23号4栋2-5层,成都市,104.085483,30.685442,86,3,103.2,120.39999999999999,137.6
HOTEL_777,酒店,桔子酒店(成都高新环球中心店),锦城大道859号,成都市,104.056071,30.575113,136,3,163.2,190.39999999999998,217.60000000000002
HOTEL_778,酒店,来住星辰酒店(成都春熙路店),红星路三段16号正熙国际1-1栋22层,成都市,104.078665,30.653667,47,2,56.4,65.8,75.2
HOTEL_779,酒店,北庭酒店(成都凤凰山体育公园石犀公园地铁站店),大丰镇花都大道700号,成都市,104.061703,30.761275,91,3,109.2,127.39999999999999,145.6
HOTEL_781,酒店,如家精选酒店(成都春熙路太古里店),东大街上东大街118号泰华大厦,成都市,104.072389,30.654894,107,3,128.4,149.79999999999998,171.20000000000002
HOTEL_783,酒店,记忆酒店(成都东郊记忆龙湖滨江天街店),杉板桥路164号,成都市,104.119239,30.663924,33,3,39.6,46.199999999999996,52.800000000000004
HOTEL_784,酒店,成都明月酒店(红光西华大学店),红光镇家园路98号,成都市,103.942939,30.780217,46,2,55.199999999999996,64.39999999999999,73.60000000000001
HOTEL_785,酒店,桔子成都春熙路顺城酒店,白丝街56号,成都市,104.073567,30.666511,161,3,193.2,225.39999999999998,257.6
