facility_id,facility_type,facility_category,facility_subtype,name,address,district,lon,lat,total_area_m2
SCHOOL_1073,学校,学校,其他学校,四川省成都市七中育才学校华兴分校,四川省成都市锦江区静祥路150号,锦江区,104.117156,30.602399,22967.1004387808
SCHOOL_1074,学校,学校,小学,成都市锦江区东蜀华育小学校,成都市锦江区皇经楼村7组99号,锦江区,104.108475,30.604754,27843.4583376423
SCHOOL_1076,学校,学校,小学,成都市锦江区东华小学,四川省成都市锦江区人民政府东北50米金像寺路220号,锦江区,104.116585,30.603629,12132.8104551181
SCHOOL_1078,学校,学校,其他学校,成都华大医药卫生学校,四川省成都市锦江区经天东路皇经楼7组97号,锦江区,104.108825,30.602926,54523.0720474558
SCHOOL_1079,学校,学校,其他学校,成都市锦江区师一学校(师大一中),四川省成都市锦江区静安路288号,锦江区,104.109809,30.610104,43623.8166681789
SCHOOL_1080,学校,学校,小学,成都师范附属小学(万科分校),四川省成都市锦江区花园街20,锦江区,104.111531,30.618286,13526.6224106142
SCHOOL_1081,学校,学校,大学/高等院校,省农业科学院狮子山片区,四川省成都市锦江区狮子山路4号,锦江区,104.107134,30.614663,51671.1614510105
SCHOOL_1082,学校,学校,大学/高等院校,四川省农科院农产品加工研究所,四川省成都市锦江区狮子山路60号,锦江区,104.107723,30.617769,11199.022448124
SCHOOL_1083,学校,学校,大学/高等院校,四川省农科院生物技术核技术研究所农林保水剂中试实验室,成都市锦江区静安路自在轩西北侧约100米,锦江区,104.108965,30.616913,2903.73994210695
SCHOOL_1084,学校,学校,大学/高等院校,四川师范大学(狮子山校区)-图书馆,四川省成都市锦江区静安路5号,锦江区,104.117307,30.61188,2476.09475027015
SCHOOL_1085,学校,学校,大学/高等院校,四川师范大学(狮子山校区)-文学院,四川省成都市锦江区静安路5号,锦江区,104.117034,30.611108,2015.91781868977
SCHOOL_1087,学校,学校,其他学校,成都三中,四川省成都市锦江区水杉街300号,锦江区,104.12609,30.606157,32831.8123965824
SCHOOL_1090,学校,学校,大学/高等院校,四川师范大学(狮子山校区),四川省成都市锦江区静安路5号,锦江区,104.120877,30.612889,415369.76918333
SCHOOL_1091,学校,学校,大学/高等院校,四川师范大学附属实验学校(小学部),四川省成都市锦江区静安路5号,锦江区,104.11865,30.613771,9674.64160310711
SCHOOL_1092,学校,学校,大学/高等院校,四川师范大学狮子山校区-第四教学楼,四川省成都市锦江区静安路5号,锦江区,104.1184,30.612455,2044.07668747343
SCHOOL_1093,学校,学校,大学/高等院校,四川师范大学(狮子山校区)-综合实验楼,四川省成都市锦江区静安路5号,锦江区,104.119566,30.612232,3016.33721062702
SCHOOL_1094,学校,学校,大学/高等院校,四川师范大学(狮子山校区)-第六教学楼,四川省成都市锦江区静安路5号,锦江区,104.118689,30.611123,2298.8526836736
SCHOOL_1095,学校,学校,大学/高等院校,四川师范大学附属实验学校,四川省成都市锦江区静安路5号,锦江区,104.11916,30.614028,9674.64160310711
SCHOOL_1098,学校,学校,中学,四川师大附中(高中部),四川省成都市锦江区菱安路101号,锦江区,104.118757,30.616981,44908.7943035763
SCHOOL_1099,学校,学校,大学/高等院校,四川师范大学(狮子山校区)-第九教学楼,四川省成都市锦江区静安路5号,锦江区,104.121731,30.615721,2877.58912646577
SCHOOL_1103,学校,学校,小学,马家沟小学,四川省成都市锦江区马家沟160号,锦江区,104.109064,30.625703,12664.854543119
SCHOOL_1106,学校,学校,大学/高等院校,四川省农业科学院遥感应用研究所,四川省成都市锦江区净居寺路20号,锦江区,104.107923,30.625846,9531.6730421813
SCHOOL_1108,学校,学校,小学,成都师范附属小学(慧源校区),四川省成都市锦江区汇源南路316号,锦江区,104.107097,30.632754,14826.403436057
SCHOOL_1110,学校,学校,其他学校,英贝思塔尔森国际教育园,四川省成都市锦江区塔子山南街15号,锦江区,104.115526,30.632515,14977.5311396871
SCHOOL_1111,学校,学校,大学/高等院校,四川邮电职业技术学院,四川省成都市锦江区静康路536号,锦江区,104.121579,30.62215,144298.923734354
SCHOOL_1112,学校,学校,小学,成都市菱窠路小学,四川省成都市锦江区菱窠路133号,锦江区,104.119013,30.62059,13560.2528469724
SCHOOL_1113,学校,学校,大学/高等院校,四川邮电职业技术学院-图书馆,四川成都市锦江区静康路536号,锦江区,104.122603,30.623077,2676.98364407663
SCHOOL_1114,学校,学校,其他学校,成都锦欣职业技能培训学校,四川省成都市锦江区菱窠路90号,锦江区,104.117482,30.620191,10092.2618153287
SCHOOL_1116,学校,学校,小学,成都市沙河堡小学,四川省成都市锦江区岷山路9号,锦江区,104.120212,30.628059,20786.2190492681
SCHOOL_1117,学校,学校,大学/高等院校,成都大学附属中学,四川省成都市成华区安宁河路1617号,成华区,104.121983,30.627315,33631.6454331065
SCHOOL_1122,学校,学校,中学,成都树德中学(外国语校区),四川省成都市锦江区百日红西路398号,锦江区,104.138572,30.607797,78770.7678924561
SCHOOL_1123,学校,学校,小学,成都市盐道街小学(卓锦分校),四川省成都市锦江区海枣街88号,锦江区,104.132372,30.602293,16014.9614898397
SCHOOL_1124,学校,学校,其他学校,成都市现代职业技术学校成龙校区(枫树街校区),四川省成都市锦江区枫树街899号,锦江区,104.13625,30.604475,29064.5118768065
SCHOOL_1128,学校,学校,其他学校,成都市锦江实验学校,四川省成都市锦江区蝶花街577号,锦江区,104.131029,30.613347,17045.0516097063
SCHOOL_1129,学校,学校,小学,成都市大观小学,四川省成都市锦江区大观里6号,锦江区,104.135866,30.618714,7704.88952520898
SCHOOL_1134,学校,学校,小学,锦江外国语小学-西区,四川省成都市锦江区月季街77号,锦江区,104.140499,30.608607,21494.2084249337
SCHOOL_1138,学校,学校,小学,成都市锦江外国语小学低段部,四川省成都市锦江区喜树街268号,锦江区,104.14958,30.605818,4966.46283444355
SCHOOL_1139,学校,学校,小学,锦江外国语小学-东区,四川省成都市锦江区喜树街268号,锦江区,104.14943,30.605654,10371.6266700667
SCHOOL_1140,学校,学校,其他学校,四川师大附中外国语学校,四川省成都市锦江区大观堰街2号,锦江区,104.131342,30.623158,20159.9672638665
SCHOOL_1141,学校,学校,小学,成都市蓉城小学(芙蓉分校),四川省成都市成华区大渡河路与峨眉山路交叉路口往东南约90米,成华区,104.129333,30.626193,11852.5249305649
SCHOOL_1144,学校,学校,中学,成都渥太华中学,成都市成华区迎晖路南侧,成华区,104.135206,30.637712,33504.3029361077
SCHOOL_1147,学校,学校,小学,蓉城小学,四川省成都市成华区邛崃山路115号,成华区,104.143602,30.634204,10745.1483725234
SCHOOL_1148,学校,学校,小学,成都市盐道街小学(汇泉校区),四川省成都市锦江区汇聚路216号,锦江区,104.10854,30.641871,11494.659799741
SCHOOL_1150,学校,学校,小学,盐道街小学(通桂校区),四川省成都市锦江区通桂路68号,锦江区,104.116505,30.639672,15611.2238017238
SCHOOL_1154,学校,学校,小学,成都市成华小学校(和美校区),四川省成都市成华区二环路东三段33号(万年路地铁站B口步行130米),成华区,104.111569,30.655705,2766.26085865516
SCHOOL_1156,学校,学校,小学,成都石室小学,四川省成都市成华区双福三路62号,成华区,104.117023,30.649953,18543.8049883765
SCHOOL_1159,学校,学校,其他学校,成都市现代职业技术学校(双桂路校区),四川省成都市成华区双桂路21号,成华区,104.118653,30.642096,12283.2729802333
SCHOOL_1161,学校,学校,其他学校,成都市体育运动学校,四川省成都市成华区御风二路16号,成华区,104.127133,30.642288,31227.628979974
SCHOOL_1163,学校,学校,中学,成都市双庆中学(万年校区),四川省成都市成华区长天路9号,成华区,104.123257,30.648352,11214.9945648844
SCHOOL_1164,学校,学校,小学,成都市双庆小学校(万兴校区),成都市成华区万兴街与禾田路交叉口东南150米,成华区,104.1225,30.654393,11493.5616914418
SCHOOL_1167,学校,学校,小学,成都市双庆小学校,四川省成都市成华区长天路11号,成华区,104.122487,30.649478,5349.11024598033
SCHOOL_1170,学校,学校,小学,成都市建设路小学(建业校区),四川省成都市成华区建业路73号,成华区,104.109777,30.673353,14378.3429202497
SCHOOL_1173,学校,学校,小学,成都市成华小学校(秀美校区),四川省成都市成华区东秀二路200号,成华区,104.117951,30.660558,14522.9267918356
SCHOOL_1174,学校,学校,小学,四川交响乐团附属小学,四川省成都市成华区杉板桥南五路133号,成华区,104.12755,30.665709,11219.0870898737
SCHOOL_1179,学校,学校,小学,成都市建设路小学(建功校区),四川省成都市成华区建设南路98号,成华区,104.119206,30.674464,8742.91225197914
SCHOOL_1180,学校,学校,小学,成都市双林小学(御风分校),四川省成都市成华区槐庭路110号,成华区,104.130927,30.64451,14472.7760881644
SCHOOL_1181,学校,学校,其他学校,成都市第十四幼和雅分园,四川省成都市成华区槐庭路60号,成华区,104.130598,30.64711,4220.02179847765
SCHOOL_1182,学校,学校,小学,成都英华学校(小学部),四川省成都市成华区白龙江路326号,成华区,104.129175,30.638211,16475.4617542561
SCHOOL_1183,学校,学校,大学/高等院校,成都市技师学院(东校区),四川省成都市成华区槐树店路32号,成华区,104.138621,30.652914,15408.5129432779
SCHOOL_1184,学校,学校,小学,成都市锦汇东城小学,四川省成都市成华区槐树店一路345号,成华区,104.130037,30.647903,14976.3969331242
SCHOOL_1185,学校,学校,小学,成都市杨柳小学校,四川省成都市成华区东虹西四路10号,成华区,104.148284,30.643306,15082.4935137188
SCHOOL_1186,学校,学校,其他学校,成都市检查井盖研发和培训基地,成都市成华区成渝立交保和小区-2期东南侧约110米,成华区,104.148979,30.639322,11284.2542967471
SCHOOL_1188,学校,学校,大学/高等院校,中国五冶职工大学,四川省成都市成华区槐树店路35号,成华区,104.139534,30.651108,10394.9160920672
SCHOOL_1189,学校,学校,其他学校,成都市华建学校,四川省成都市成华区槐树店路26号,成华区,104.139839,30.648567,12867.5316233701
SCHOOL_1192,学校,学校,其他学校,成都南华实验学校,四川省成都市成华区崔家店路162号,成华区,104.129425,30.660886,11029.5164554974
SCHOOL_1194,学校,学校,其他学校,生育文化大院,成都市成华区跳蹬河南路11号,成华区,104.133805,30.657803,27048.6352458759
SCHOOL_1197,学校,学校,大学/高等院校,成都理工大学(南校区),成都市成华区崔家店路502号,成华区,104.136241,30.667283,113555.605989901
SCHOOL_1198,学校,学校,其他学校,学成高考补习学校,四川省成都市成华区崔家店路538号,成华区,104.135225,30.670001,2552.85376167344
SCHOOL_1199,学校,学校,其他学校,老鹰画室(成都精品校区),四川省成都市成华区崔家店路538号,成华区,104.135473,30.670482,7306.66166788305
SCHOOL_1200,学校,学校,大学/高等院校,成都理工大学(南校区)-继续教育学院,四川成都市成华区崔家店路502号成都理工大学南校区106号,成华区,104.135591,30.667407,55153.1551915793
SCHOOL_1204,学校,学校,大学/高等院校,成都理工大学-银杏园,成都市成华区二仙桥东三路1号,成华区,104.142285,30.67294,37805.1588175456
SCHOOL_1206,学校,学校,小学,成都市人民北路小学,四川省成都市金牛区成华街4号,金牛区,104.072213,30.684086,5876.67226872234
SCHOOL_1207,学校,学校,其他学校,成都市工业职业技术学校(公交校区),四川省成都市金牛区成华街2号,金牛区,104.070984,30.684107,4861.56601797513
SCHOOL_1208,学校,学校,中学,人民北路中学,四川省成都市金牛区白马寺街15号,金牛区,104.064782,30.684281,5933.38783456703
SCHOOL_1210,学校,学校,其他学校,成都铁中,四川省成都市金牛区一环路北二段34号,金牛区,104.065124,30.68746,35939.7273236173
SCHOOL_1211,学校,学校,小学,北站小学,四川省成都市金牛区北站西三巷与北站西二路交叉路口往东约150米(成都铁路运输学校南侧),金牛区,104.065426,30.691351,16687.5550519273
SCHOOL_1213,学校,学校,其他学校,中国地质调查局成都地质调查中心(一环路北三段),四川省成都市金牛区一环路北三段2号,金牛区,104.073453,30.686893,6989.88479136625
SCHOOL_1214,学校,学校,其他学校,四川省地质调查院,四川省成都市金牛区人民北路一段25号,金牛区,104.072212,30.687257,11915.7624897275
SCHOOL_1216,学校,学校,其他学校,四川省建筑设计院,四川省成都市青羊区大安中路65号,青羊区,104.0776,30.676125,9134.85199541385
SCHOOL_1218,学校,学校,中学,成都市第八中学,四川省成都市金牛区一环路北三段72号,金牛区,104.077581,30.683789,34506.8681232373
SCHOOL_1219,学校,学校,小学,成都市人民北路小学校(东区),四川省成都市金牛区花圃路南二巷1号,金牛区,104.076619,30.681198,3979.43440888513
SCHOOL_1221,学校,学校,小学,成都市张家巷小学,四川省成都市金牛区驷马桥街道绕城环线以外张家巷40号,金牛区,104.079946,30.681354,2993.48058779988
SCHOOL_1223,学校,学校,小学,成都市解放北路第一小学,四川省成都市金牛区解放路一段2号,金牛区,104.08214,30.686098,5692.0494497604
SCHOOL_1224,学校,学校,大学/高等院校,四川省建筑技术进修学院,四川省成都市金牛区红花西路10号,金牛区,104.082222,30.693913,6096.84873506289
SCHOOL_1230,学校,学校,小学,成都市五块石小学,四川省成都市金牛区赛云台西一路1号,金牛区,104.062725,30.704685,5243.46192217379
SCHOOL_1231,学校,学校,小学,成都市站东小学校,四川省成都市成华区站北中街16号,成华区,104.070737,30.709843,14899.9129011852
SCHOOL_1232,学校,学校,其他学校,金牛区嘉祥学校,四川省成都市金牛区五块石东二路龙湖北城天街南侧约90米,金牛区,104.066223,30.711874,26844.7694687301
SCHOOL_1235,学校,学校,小学,成都市荷花池小学,四川省成都市金牛区二环路北三段365号,金牛区,104.076344,30.697438,3750.42893514988
SCHOOL_1237,学校,学校,小学,成都市马鞍小学,四川省成都市金牛区马鞍街72号,金牛区,104.088077,30.679993,3319.05374016758
SCHOOL_1240,学校,学校,大学/高等院校,成都大学附属中学校,四川省成都市成华区三友路135号新1号,成华区,104.089158,30.685119,10769.7602827309
SCHOOL_1241,学校,学校,大学/高等院校,电子科技大学继续教育学院,四川省成都市成华区一环路东一段240号,成华区,104.094073,30.676395,10006.6417320391
SCHOOL_1243,学校,学校,小学,成都市人北实验小学,四川省成都市金牛区泰宏街10号,金牛区,104.08829,30.689759,9162.20293104846
SCHOOL_1244,学校,学校,小学,成都市李家沱实验小学,四川省成都市成华区平安正街45号,成华区,104.090867,30.68581,6384.33884092899
SCHOOL_1249,学校,学校,大学/高等院校,电子科技大学(沙河校区),四川省成都市成华区建设北路1段240号,成华区,104.097643,30.678103,297241.884750167
SCHOOL_1250,学校,学校,大学/高等院校,电子科技大学-图书馆,四川成都市成华区建设北路二段4号,成华区,104.096584,30.676131,4796.2448648372
SCHOOL_1251,学校,学校,大学/高等院校,电子科技大学-通信楼(沙河校区),四川省成都市成华区建设北路二段4号,成华区,104.098389,30.678611,3802.29295542832
SCHOOL_1252,学校,学校,大学/高等院校,电子科技大学沙河校区-主楼,四川省成都市成华区建设北路二段4号,成华区,104.098577,30.676612,14542.1404223062
SCHOOL_1253,学校,学校,大学/高等院校,电子科技大学(沙河校区)-第二教学楼,四川成都市成华区建设北路二段4号电子科技大学沙河校区114号,成华区,104.100222,30.677053,5188.26361279046
SCHOOL_1254,学校,学校,大学/高等院校,电子科技大学沙河校区-信息与软件工程学院,四川省成都市成华区建设北路二段4号电子科技大学沙河校区通信大楼2层,成华区,104.100005,30.678901,6106.15148079081
SCHOOL_1255,学校,学校,大学/高等院校,电子科技大学沙河校区-逸夫楼,四川省成都市成华区建设北路二段4号,成华区,104.10083,30.677598,6077.65072847328
SCHOOL_1256,学校,学校,大学/高等院校,电子科技大学附属实验小学,四川省成都市成华区府青路东街61号(府青惠园惠民工程东区东北),成华区,104.09968,30.684664,14990.8643104125
SCHOOL_1259,学校,学校,其他学校,成都电子科大东二院,成都市成华区建设北路二段5号,成华区,104.100001,30.682372,40923.895045605
SCHOOL_1262,学校,学校,其他学校,翰英菲想家未来广场,四川省成都市成华区二环路北四段2号,成华区,104.098361,30.68769,7624.69884282498
SCHOOL_1263,学校,学校,小学,成都市石室小学(育贤分校),四川省成都市成华区高车三路130号,成华区,104.099469,30.693257,16260.3014946868
SCHOOL_1268,学校,学校,中学,成都市第三十三中学校,四川省成都市金牛区红旗巷9号,金牛区,104.085651,30.697667,8917.39206015375
SCHOOL_1269,学校,学校,小学,成都市锦官城小学,四川省成都市成华区羊子山西路123号,成华区,104.091228,30.70984,15929.6701825094
SCHOOL_1271,学校,学校,中学,成都市第四十中学校,四川省成都市成华区西林二街220号,成华区,104.097542,30.704081,19615.1721420085
SCHOOL_1274,学校,学校,其他学校,成都首创画室(总校),四川省成都市成华区昭觉寺横路6号,成华区,104.098095,30.707905,5036.8985416121
SCHOOL_1276,学校,学校,其他学校,成都铁中(梧桐校区),四川省成都市金牛区韦家碾三路100号,金牛区,104.081806,30.720476,19300.3674569033
SCHOOL_1277,学校,学校,小学,成都市王贾桥小学校,四川省成都市金牛区王贾东一街99号,金牛区,104.068595,30.721173,7549.32761973195
SCHOOL_1283,学校,学校,中学,成都市铁路中学校梧桐校区小学部,四川省成都市金牛区韦家碾三路100号,金牛区,104.080866,30.720877,12493.5383336158
SCHOOL_1286,学校,学校,小学,凤凰小学,四川省成都市金牛区凤林四路133号,金牛区,104.068596,30.735337,11510.6858639642
SCHOOL_1287,学校,学校,其他学校,成都迷笛音乐中心,北星大道1918号附5号,金牛区,104.075663,30.736241,9519.96458196565
SCHOOL_1289,学校,学校,小学,双水小学,四川省成都市成华区荆顺西街99号,成华区,104.088508,30.71607,10394.2641058651
SCHOOL_1293,学校,学校,小学,成都市双水小学(荆竹校区),成都市成华区荆顺东街70米（龙湖·金地商置璟宸世家西北侧）,成华区,104.097758,30.714707,6388.29726900003
SCHOOL_1294,学校,学校,大学/高等院校,成都大学附属中学(双水碾校区),成都市成华区双富路与双水碾街交叉路口往北约110米,成华区,104.084518,30.716025,32060.533164416
SCHOOL_1296,学校,学校,中学,四川省成都华西中学,四川省成都市成华区双建南巷华西中学电子科技大学附中双建南巷1号,成华区,104.108517,30.683375,71434.6471833205
SCHOOL_1297,学校,学校,小学,成华实验小学(香木林路),四川省成都市成华区香木林路60号,成华区,104.107767,30.680801,4776.20753181532
SCHOOL_1299,学校,学校,大学/高等院校,成都电子科技大学附属中学,四川省成都市成华区双建南巷1号,成华区,104.109908,30.682514,71434.6471833205
SCHOOL_1301,学校,学校,小学,成华实验小学(北校区),四川省成都市成华区八里小区文德路42号,成华区,104.108432,30.689805,7161.42921498917
SCHOOL_1304,学校,学校,其他学校,四川省成都四十九中(枫林校区),四川省成都市成华区圣灯路39号,成华区,104.12107,30.679382,45537.8788546403
SCHOOL_1305,学校,学校,小学,成都市建设路小学(枫林校区),四川省成都市成华区枫林路236号,成华区,104.126361,30.677012,15535.3476832374
SCHOOL_1307,学校,学校,其他学校,成都七中英才学校,四川省成都市成华区民兴一路500号,成华区,104.128015,30.694234,63841.3430000374
SCHOOL_1308,学校,学校,小学,成都市双林小学(馨韵校区),四川省成都市成华区民兴二路76号,成华区,104.123174,30.690866,23736.7771553168
SCHOOL_1311,学校,学校,小学,成都市成华小学(蜀都分校),四川省成都市成华区民和路300号,成华区,104.11314,30.695186,25577.8595935704
SCHOOL_1314,学校,学校,其他学校,中国石化西南石油局培训中心(青龙路),四川省成都市成华区青龙路222号,成华区,104.107301,30.705816,6799.30816296882
SCHOOL_1315,学校,学校,小学,成都市北新实验小学(乐行校区),四川省成都市成华区东林四组东晖路188号,成华区,104.10993,30.709529,24214.3970935291
SCHOOL_1317,学校,学校,中学,石室初中(青龙校区),四川省成都市成华区致强环街303号,成华区,104.112417,30.705549,24784.0870660348
SCHOOL_1321,学校,学校,小学,成都市海滨小学校,四川省成都市成华区青龙街道东林社区新山路100号,成华区,104.117607,30.708959,28955.9140562524
SCHOOL_1322,学校,学校,其他学校,四川省工业贸易学校,四川省成都市成华区青龙路638号,成华区,104.117762,30.705507,39488.7069277928
SCHOOL_1323,学校,学校,中学,成都市实验中学,四川省成都市成华区东林路300号,成华区,104.120136,30.708542,48104.2712597487
SCHOOL_1328,学校,学校,其他学校,成都嘉祥外国语学校(成华校区),四川省成都市成华区二仙桥北二路3号,成华区,104.130036,30.684798,30175.6083301514
SCHOOL_1329,学校,学校,其他学校,成都市二仙桥学校,四川省成都市成华区二仙桥北路31号,成华区,104.135115,30.681015,14643.8944340868
SCHOOL_1333,学校,学校,其他学校,成都万汇学校,四川省成都市成华区华林一路41号,成华区,104.136901,30.687864,24436.4263734204
SCHOOL_1334,学校,学校,中学,成都七中英才学校(高中部),四川省成都市成华区仙韵五路666号,成华区,104.130363,30.69292,32113.2055970504
SCHOOL_1335,学校,学校,其他学校,成华区才艺学校(东校区),四川省成都市成华区二仙桥北路31附16号,成华区,104.134456,30.685904,2068.82809133266
SCHOOL_1340,学校,学校,大学/高等院校,成都理工大学-逸夫楼,四川省成都市成华区二仙桥东三路1号成都理工大学,成华区,104.142577,30.67746,10223.1005022599
SCHOOL_1341,学校,学校,大学/高等院校,成都理工大学-理化楼,四川省成都市成华区二仙桥东三路1号,成华区,104.141203,30.677788,3244.41967417211
SCHOOL_1345,学校,学校,大学/高等院校,成都理工大学(东区)-图书馆,四川省成都市成华区二仙桥东三路1号成都理工大学内,成华区,104.149014,30.678639,12399.6829547927
SCHOOL_1346,学校,学校,大学/高等院校,成都理工大学-艺术大楼,四川省成都市成华区桥东三路2号,成华区,104.145642,30.680039,13601.2091900359
SCHOOL_1347,学校,学校,其他学校,理工东苑-西区,四川省成都市成华区东三路,成华区,104.148284,30.684296,111266.509277087
SCHOOL_1348,学校,学校,大学/高等院校,成都理工大学附属小学,四川省成都市成华区民旺一路69号,成华区,104.144105,30.692468,16482.2617603812
SCHOOL_1352,学校,学校,其他学校,成都职业技术学校,四川省成都市成华区民旺一路88号,成华区,104.143544,30.695196,65810.8006190057
SCHOOL_1353,学校,学校,其他学校,成都市成华区才艺学校,四川省成都市成华区民兴路111号,成华区,104.140082,30.696509,3304.65028534491
SCHOOL_1354,学校,学校,其他学校,卡尔美成都仁德足球青训基地(蜀龙立交桥),四川省成都市成华区蜀龙立交桥城市仁德足球公园东南侧约80米,成华区,104.142462,30.708434,118052.703194223
SCHOOL_1355,学校,学校,其他学校,成都局集团公司八里培训基地,四川省成都市成华区蜀龙路,成华区,104.144107,30.69971,45245.1769036726
SCHOOL_1357,学校,学校,小学,成都市北新实验小学,四川省成都市成华区东紫路585号,成华区,104.10653,30.716154,17040.2732518129
SCHOOL_1358,学校,学校,小学,青龙乡白莲池小学校,成都市成华区致和路39号附近,成华区,104.120216,30.721787,4245.36163675693
SCHOOL_1359,学校,学校,小学,海滨小学慧行校区,四川省成都市成华区荆竹东路200号,成华区,104.122512,30.713988,21356.7204658051
SCHOOL_1365,学校,学校,其他学校,红花实验学校,四川省成都市成华区蜀陵路772号,成华区,104.119864,30.737414,6930.18663324
SCHOOL_1366,学校,学校,小学,成都市天回实验小学校,四川省成都市金牛区川天路801号,金牛区,104.10822,30.750909,15064.9784836573
SCHOOL_1367,学校,学校,其他学校,金牛区蜀星外语实验学校,四川省成都市金牛区天回路大湾村五组801号,金牛区,104.108,30.742377,3293.93598401662
SCHOOL_1371,学校,学校,中学,成都市成华区嘉祥外国语高级中学,四川省成都市成华区一里塘路一里塘北巷33号,成华区,104.13457,30.725656,60141.788449138
SCHOOL_1381,学校,学校,小学,太华小学,四川省成都市金牛区天回乡泰华村4组,金牛区,104.070693,30.785498,4914.2212641235
SCHOOL_1382,学校,学校,小学,成都市锦北小学校,四川省成都市金牛区冯家湾路343号,金牛区,104.095897,30.76522,12754.1663308471
SCHOOL_1383,学校,学校,其他学校,新徽学校,成都市金牛区明月村三组803号,金牛区,104.103468,30.763343,15157.5112189795
SCHOOL_1385,学校,学校,小学,成都实验小学(北新校区),四川省成都市金牛区天龙南一路145号,金牛区,104.090161,30.771762,16281.7757634202
SCHOOL_1386,学校,学校,小学,成都市人民北路小学(天北校区),四川省成都市金牛区天泽路656号,金牛区,104.088615,30.776692,14006.0444759494
SCHOOL_1388,学校,学校,其他学校,人居云缦林语艺术中心,成都金牛天高路636号,金牛区,104.093559,30.779324,69307.9503563708
SCHOOL_1390,学校,学校,其他学校,创联教育(成都国培中心校区),成都市金牛区天回镇街道金凤凰大道766号中铁产业园C区1栋,金牛区,104.09812,30.774506,13908.9688193915
SCHOOL_1394,学校,学校,小学,成都市人民北路小学校(立人校区),成都市金牛区余家新居A区东北侧约90米,金牛区,104.062553,30.796524,10469.5698098192
SCHOOL_1395,学校,学校,其他学校,成都铁中立人校区,四川省成都市金牛区双歌路余家新城2期2区323号,金牛区,104.064376,30.796264,14611.9032790378
SCHOOL_1397,学校,学校,小学,成都市锦西外国语实验小学校木龙湾校区,成都市金牛区白塔路中南樾府东侧约30米,金牛区,104.093736,30.793407,13459.8481409857
SCHOOL_1399,学校,学校,其他学校,成都三十六中,四川省成都市金牛区金华寺南路288号,金牛区,104.111233,30.770322,36053.9043836838
SCHOOL_1400,学校,学校,大学/高等院校,成都医学院,四川省成都市金牛区蓉都大道天回路601号,金牛区,104.10995,30.751639,66113.4917533113
SCHOOL_1401,学校,学校,其他学校,成都天一学校,四川省成都市金牛区蓉都大道天回路1112号,金牛区,104.12506,30.764655,111835.046252617
SCHOOL_1402,学校,学校,其他学校,成都市天虎保安培训学校,四川省成都市金牛区蓉都大道天回路天虎保安培训学校六组810号,金牛区,104.118533,30.755869,30820.2998204383
SCHOOL_1404,学校,学校,小学,成都市金桥高级艺术小学,四川省成都市金牛区植物园路金桥小学一组802号,金牛区,104.121183,30.76324,10068.2642397786
SCHOOL_1408,学校,学校,小学,成都市天回小学校,四川省成都市金牛区马觉寺路36号,金牛区,104.109807,30.771267,23379.8177820476
SCHOOL_1410,学校,学校,小学,锦江区芙蓉小学,四川省成都市锦江区芙蓉东路77号,锦江区,104.165646,30.593679,28094.2100247368
SCHOOL_1411,学校,学校,其他学校,美中国际爱智学校GIS,四川省成都市锦江区红砂村联合二组316号附1号,锦江区,104.156612,30.591622,2645.06705904992
SCHOOL_1413,学校,学校,其他学校,成都市十四幼和悦分园,四川省成都市成华区和韵路216号,成华区,104.156086,30.627756,3727.37610533863
SCHOOL_1414,学校,学校,小学,成都树德小学(和韵校区),四川省成都市成华区和韵路166号,成华区,104.155562,30.625968,18306.0791703659
SCHOOL_1415,学校,学校,中学,成都市第四十九中学(和美校区),四川省成都市成华区保华路68号,成华区,104.155529,30.632911,30899.0106868338
SCHOOL_1418,学校,学校,中学,成都双语实验学校(和悦分校初中部),四川省成都市成华区保和街道和安一路89号,成华区,104.150738,30.653204,22265.6487167737
SCHOOL_1423,学校,学校,其他学校,理工东苑-东区,成都市成华区民兴路888号,成华区,104.151743,30.683983,40693.4535417985
SCHOOL_1424,学校,学校,大学/高等院校,成都理工大学附属小学格物校区,四川省成都市成华区二仙桥东三路245号,成华区,104.15622,30.681295,12142.6193329199
SCHOOL_1428,学校,学校,大学/高等院校,成都大学-四川抗菌素工业研究所,四川省成都市成华区华冠路168号,成华区,104.169056,30.690729,17870.2344055518
SCHOOL_1434,学校,学校,大学/高等院校,电子科技大学附属实验小学(华泰校区),四川省成都市成华区成泰路8号,成华区,104.165982,30.698958,17734.1003392195
SCHOOL_1435,学校,学校,大学/高等院校,中国医学科学院-输血研究所,四川省成都市成华区东三环路二段龙潭总部经济城华彩路26号,成华区,104.172037,30.694837,33096.2442856844
SCHOOL_1436,学校,学校,中学,成都市双庆中学(龙潭校区),四川省成都市成华区成康路77号,成华区,104.170406,30.699394,16520.8637265687
SCHOOL_1439,学校,学校,小学,成都市龙潭小学校,四川省成都市成华区龙树东一路9号,成华区,104.161572,30.706571,16981.5370177602
SCHOOL_1440,学校,学校,大学/高等院校,西南财经大学天府学院成都校区(西区),成都市成华区龙潭寺航天路29号,成华区,104.174037,30.692986,40677.8362383274
SCHOOL_1441,学校,学校,大学/高等院校,成都大学附属实验小学(卓立校区),四川省成都市成华区丛桂二巷3号,成华区,104.178959,30.681529,7908.96757069052
