facility_id,facility_type,facility_category,facility_subtype,name,address,district,lon,lat,total_area_m2
SCHOOL_671,学校,学校,小学,成都市实验小学(文苑分校),四川省成都市青羊区文苑路72号,青羊区,104.025419,30.67909,4564.90723828389
SCHOOL_672,学校,学校,小学,成都实验小学战旗学校,四川省成都市青羊区双清北路双清巷15号,青羊区,104.019265,30.682129,8897.44590451086
SCHOOL_673,学校,学校,中学,成都市石室联合中学,四川省成都市青羊区文苑路1号,青羊区,104.024071,30.678768,10689.6574419149
SCHOOL_678,学校,学校,其他学校,成都二十中(同育街),四川省成都市金牛区同育街38号,金牛区,104.021427,30.686217,18301.9482418986
SCHOOL_680,学校,学校,小学,成都市石笋街小学,四川省成都市金牛区蜀兴西街9号,金牛区,104.022593,30.690465,16386.84480437
SCHOOL_681,学校,学校,大学/高等院校,中国电子科技集团公司第十研究所,四川省成都市金牛区营康西路85号,金牛区,104.026667,30.693382,8926.09339048187
SCHOOL_682,学校,学校,其他学校,金牛区图书馆,四川省成都市金牛区蜀蓉路77号金牛图书馆,金牛区,104.026002,30.690979,20850.1738162895
SCHOOL_683,学校,学校,其他学校,十所南院,四川省成都市金牛区营康西路85号,金牛区,104.025747,30.692655,16857.2962493178
SCHOOL_684,学校,学校,其他学校,成都十八中,四川省成都市金牛区金罗路4号,金牛区,104.029963,30.679507,27610.5969600445
SCHOOL_685,学校,学校,其他学校,四川省青少年社会教育服务中心,四川省成都市金牛区抚琴西路108号1栋,金牛区,104.034655,30.680147,3027.90891748975
SCHOOL_687,学校,学校,其他学校,机关二幼,成都市金牛区营通街10号,金牛区,104.032671,30.683414,3686.93798162604
SCHOOL_688,学校,学校,中学,成都金牛实验中学,四川省成都市金牛区中新路2号,金牛区,104.035244,30.67681,11490.4589291803
SCHOOL_689,学校,学校,小学,抚琴小学,成都市金牛区抚琴西南路9号,金牛区,104.035867,30.679118,5288.57242207718
SCHOOL_691,学校,学校,小学,成都市金琴路小学,四川省成都市金牛区抚琴街南四巷3号,金牛区,104.036402,30.681969,3220.5139362764
SCHOOL_694,学校,学校,小学,成都市奥林小学校,四川省成都市金牛区蜀营街16号,金牛区,104.030481,30.68834,6802.520339588
SCHOOL_697,学校,学校,大学/高等院校,中国电子科技集团公司第二十九研究所,四川省成都市金牛区营康西路496号,金牛区,104.019536,30.696465,83434.1271628955
SCHOOL_698,学校,学校,中学,成都市第二十中学校(高中部),四川省成都市金牛区茶店子横街6号,金牛区,104.020071,30.700739,60256.8360123579
SCHOOL_699,学校,学校,其他学校,成都四幼,四川省成都市金牛区育苗路4号,金牛区,104.020036,30.70336,7981.14655353154
SCHOOL_702,学校,学校,其他学校,成都七中八一学校,四川省成都市金牛区八一路22号,金牛区,104.025467,30.706623,33180.5783026822
SCHOOL_703,学校,学校,其他学校,成都百安消防职业技能培训学校,四川省成都市金牛区金府路239号,金牛区,104.025599,30.710099,5619.15883697296
SCHOOL_707,学校,学校,小学,成都市行知小学校(花照壁校区),四川省成都市金牛区花照壁中横街69号,金牛区,104.03554,30.700527,9670.20085667145
SCHOOL_708,学校,学校,中学,成都市第二十中学校(花照校区),四川省成都市金牛区银沙西街77号,金牛区,104.038529,30.700458,9929.95053960103
SCHOOL_714,学校,学校,中学,成都金牛实验中学行知校区,四川省成都市金牛区子星路555号,金牛区,104.030985,30.709507,25501.8040093198
SCHOOL_715,学校,学校,小学,成都市行知小学校(长久校区),四川省成都市金牛区交大路长久一巷86号,金牛区,104.033912,30.70578,10758.5406826623
SCHOOL_717,学校,学校,中学,成都市金牛实验中学校,成都市金牛区花照壁上横街天羽揽月北侧约90米,金牛区,104.030309,30.71023,25501.8040093198
SCHOOL_719,学校,学校,其他学校,成都十八中(抚琴校区),四川省成都市金牛区抚琴北巷1号,金牛区,104.041497,30.67816,14964.9604981833
SCHOOL_720,学校,学校,小学,成都市石笋街小学西区,四川省成都市金牛区西林巷16号,金牛区,104.044657,30.682821,6734.56679521202
SCHOOL_722,学校,学校,小学,成都市石笋街小学(东区),四川省成都市金牛区石笋街8号,金牛区,104.049144,30.676828,3939.8183902028
SCHOOL_724,学校,学校,大学/高等院校,成都工业学院(花牌坊校区),四川省成都市金牛区花牌坊街2号,金牛区,104.046399,30.679553,9020.94195315949
SCHOOL_725,学校,学校,中学,四川省成都市财贸职业高级中学(西校区),四川省成都市金牛区南薰巷25号,金牛区,104.046791,30.682645,17929.2312654104
SCHOOL_727,学校,学校,其他学校,成都市特殊教育学校,四川省成都市金牛区一环路北一段182号,金牛区,104.045649,30.688168,9711.9792231647
SCHOOL_728,学校,学校,中学,成都市金牛区实外高级中学,四川省成都市金牛区抚琴街道一环路北1段113号,金牛区,104.045276,30.68704,43467.3985297594
SCHOOL_729,学校,学校,大学/高等院校,四川老年大学,四川省成都市金牛区金沙路42号,金牛区,104.042662,30.690215,6922.71039831737
SCHOOL_730,学校,学校,小学,成都市光荣小学校,四川省成都市金牛区光荣西路68号,金牛区,104.040828,30.693542,4092.92496499459
SCHOOL_732,学校,学校,小学,成都市沙湾路小学校,四川省成都市金牛区沙湾路76号,金牛区,104.048628,30.688437,9048.3170636269
SCHOOL_735,学校,学校,中学,四川省成都市财贸职业高级中学校,四川省成都市金牛区光荣北路85号,金牛区,104.046531,30.690653,6685.84141686302
SCHOOL_736,学校,学校,中学,成都树德中学(宁夏街校区),四川省成都市青羊区树德里4号,青羊区,104.054072,30.67795,29019.2392696347
SCHOOL_739,学校,学校,小学,成都市西体路小学校,四川省成都市金牛区西体路9号,金牛区,104.057464,30.682217,5022.62236024863
SCHOOL_740,学校,学校,小学,成都五丁小学,四川省成都市金牛区西北桥东街88号,金牛区,104.058349,30.691972,7052.48414333448
SCHOOL_741,学校,学校,其他学校,成都七中万达学校(通锦校区),四川省成都市金牛区一环路北一段227号,金牛区,104.053679,30.686603,27752.6601305435
SCHOOL_746,学校,学校,大学/高等院校,西南交通大学-附属中学,四川省成都市金牛区交大路174号,金牛区,104.043319,30.700303,18070.9001487219
SCHOOL_747,学校,学校,大学/高等院校,西南交通大学土木工程学院,四川省成都市金牛区交大路146号,金牛区,104.044303,30.699733,4431.53859416594
SCHOOL_748,学校,学校,大学/高等院校,西南交通大学(九里校区),四川省成都市金牛区二环路北一段111号,金牛区,104.050546,30.701163,691897.606464403
SCHOOL_749,学校,学校,大学/高等院校,西南交通大学-子弟小学校,四川省成都市金牛区二环路北一段111号,金牛区,104.04727,30.700538,5770.95971835226
SCHOOL_750,学校,学校,大学/高等院校,西南交通大学网络教育学院-5号教学楼,成都市金牛区求实路西南交通大学(九里校区),金牛区,104.050038,30.699669,3002.20014435331
SCHOOL_751,学校,学校,大学/高等院校,西南交通大学-土木工程学院,四川省成都市金牛区二环路北一段111号,金牛区,104.05106,30.699666,5193.17985309284
SCHOOL_753,学校,学校,大学/高等院校,电子科技大学(九里堤校区),成都市金牛区九里堤西路8号,金牛区,104.046787,30.712306,40884.3492196636
SCHOOL_754,学校,学校,小学,成都市锦西外国语实验小学,四川省成都市金牛区星汉路18号,金牛区,104.045965,30.709078,6186.26724113661
SCHOOL_755,学校,学校,中学,成都市锦西中学校,四川省成都市金牛区星月街83号,金牛区,104.048525,30.707512,31634.6980790224
SCHOOL_756,学校,学校,小学,成都市茶店子小学校(九里堤分校),四川省成都市金牛区九里堤北路10号,金牛区,104.050967,30.708931,5021.98000350207
SCHOOL_761,学校,学校,大学/高等院校,西南交通大学-逸夫馆,四川省成都市金牛区二环路北一段111号,金牛区,104.053139,30.698455,9267.02072931553
SCHOOL_762,学校,学校,大学/高等院校,西南交通大学(九里校区)中心-教学楼,四川省成都市金牛区二环路北一段111号,金牛区,104.052113,30.699063,11015.8947829617
SCHOOL_765,学校,学校,大学/高等院校,西南交通大学九里校区机车车辆工程系,四川省成都市金牛区二环路北一段111号,金牛区,104.053538,30.701054,2451.8470257468
SCHOOL_767,学校,学校,大学/高等院校,四川电影电视学院(金牛校区),成都市金牛区西华大道593号,金牛区,104.023854,30.726299,128803.132582276
SCHOOL_768,学校,学校,其他学校,成都市铁中府河学校,四川省成都市金牛区西华大道602号,金牛区,104.024362,30.73008,21010.5295465243
SCHOOL_770,学校,学校,小学,成都市人民北路小学(华侨城校区),四川省成都市金牛区华丰路66号,金牛区,104.022281,30.721398,12692.4446371985
SCHOOL_780,学校,学校,小学,成都市新桥小学校,四川省成都市金牛区长月路1号,金牛区,104.047605,30.715545,20082.1548100398
SCHOOL_782,学校,学校,中学,成都市第四十四中学校,四川省成都市金牛区新泉路32号,金牛区,104.049687,30.724438,19873.9383593825
SCHOOL_783,学校,学校,其他学校,成都市全国重点乒乓球运动学校,四川省成都市金牛区星科北街66号,金牛区,104.055297,30.713853,18866.6704718144
SCHOOL_785,学校,学校,小学,成都市沙河源小学校,四川省成都市金牛区福泉路21号,金牛区,104.051863,30.724107,9565.78846838446
SCHOOL_786,学校,学校,小学,成都市泉水路小学,四川省成都市金牛区嘉泽路39号,金牛区,104.060893,30.730253,8030.93386994771
SCHOOL_790,学校,学校,中学,成都市树德实验中学(沙河校区),四川省成都市金牛区川建巷79号,金牛区,104.048112,30.733132,30344.5959369857
SCHOOL_791,学校,学校,小学,成都市金丰路小学校,四川省成都市金牛区金丰路787号,金牛区,104.043051,30.750448,36457.0550540347
SCHOOL_793,学校,学校,小学,成都市金牛区五月花中小学校(国嘉路),四川省成都市金牛区新荷路现车行对面,金牛区,104.051126,30.746124,3250.58277969688
SCHOOL_796,学校,学校,小学,成都市金建小学校,四川省成都市金牛区古柏路53号,金牛区,104.051827,30.733064,8180.2415332149
SCHOOL_797,学校,学校,其他学校,成都市金牛区育梁学校,成都市金牛区古柏村4组,金牛区,104.051186,30.748095,12339.150446122
SCHOOL_803,学校,学校,其他学校,成都高新区成外美年学校,四川省成都市武侯区天府五街德华路300号,武侯区,104.062706,30.536805,36849.0930639679
SCHOOL_804,学校,学校,其他学校,成都美视国际学校,四川省成都市高新区天府大道中段1340号,武侯区,104.063579,30.54104,129373.58491776
SCHOOL_806,学校,学校,小学,成都高新区菁蓉小学,四川省成都市武侯区天华二路133号,武侯区,104.073887,30.54242,19919.8349056198
SCHOOL_811,学校,学校,小学,成都高新区锦晖小学(金融城分校),四川省成都市高新区锦烨路6号,武侯区,104.073317,30.580757,14587.9452005364
SCHOOL_812,学校,学校,小学,成都高新区锦晖小学,四川省成都市武侯区锦晖东街66号,武侯区,104.070895,30.589684,15520.70293793
SCHOOL_816,学校,学校,中学,成都七中初中学校,四川省成都市武侯区天环街199号,武侯区,104.073829,30.598562,43193.1774397555
SCHOOL_822,学校,学校,其他学校,四川省机械研究设计院(墨香路店),四川省成都市锦江区墨香路48号,锦江区,104.087567,30.590723,17456.4368569736
SCHOOL_823,学校,学校,小学,盐道街小学(锦馨分校),四川省成都市锦江区榕声路166号,锦江区,104.094612,30.592654,16032.6722366233
SCHOOL_824,学校,学校,大学/高等院校,蓉生生物研究所,四川省成都市锦江区锦华路三段379号,锦江区,104.093063,30.586489,124419.235171224
SCHOOL_825,学校,学校,其他学校,成都市锦江区特殊教育学校(琉璃校区),四川省成都市锦江区琉璃路1715号,锦江区,104.093871,30.598681,22033.9196091585
SCHOOL_826,学校,学校,其他学校,成都市锦江区教师进修学校,四川省成都市锦江区皇经楼三街1号,锦江区,104.104968,30.592779,10829.8862999417
SCHOOL_828,学校,学校,小学,H07小学,四川省成都市锦江区柳江街道国安街,锦江区,104.08656,30.582555,27515.1942956722
SCHOOL_834,学校,学校,其他学校,成师附小白鹭溪分校,成都市锦江区正义路与忠勇路交叉路口往西约150米,锦江区,104.110068,30.562616,11356.3658738044
SCHOOL_836,学校,学校,其他学校,天际线足球俱乐部,四川省成都市锦江区琉新路301号,锦江区,104.111263,30.572794,3424.68984903559
SCHOOL_837,学校,学校,小学,成都市天涯石小学(逸景分校),四川省成都市锦江区锦丰三路38号,锦江区,104.109449,30.593199,16766.4260410178
SCHOOL_848,学校,学校,小学,三圣小学,四川省成都市锦江区洪柏路9号,锦江区,104.14291,30.587971,14620.1857598958
SCHOOL_852,学校,学校,小学,成都市盐道街小学(528校区),四川省成都市锦江区喜树街669号,锦江区,104.144145,30.597136,13329.547150712
SCHOOL_853,学校,学校,其他学校,成都七中育才学校(银杏校区),四川省成都市锦江区银木街38号,锦江区,104.145166,30.59108,31205.0290265512
SCHOOL_855,学校,学校,小学,成都市锦江区银杏小学,四川省成都市锦江区杨树街177号,锦江区,104.14804,30.592534,15294.5267190899
SCHOOL_859,学校,学校,其他学校,成都高新和平学校,四川省成都市武侯区天和路10号,武侯区,104.072713,30.605212,17776.631744705
SCHOOL_862,学校,学校,其他学校,吉的堡成长中心(成都维肯校区),四川省成都市武侯区棕树北街45号,武侯区,104.07151,30.617244,2645.17875429714
SCHOOL_863,学校,学校,小学,成都市科华中路小学,四川省成都市武侯区长寿路2号,武侯区,104.073343,30.614951,9955.87591714379
SCHOOL_864,学校,学校,中学,成都七中初中附属小学,四川省成都市武侯区金桂路85号,武侯区,104.080921,30.605753,21900.5915622948
SCHOOL_866,学校,学校,大学/高等院校,四川大学附属中学科华校区(初中部),四川省成都市武侯区航空路16号,武侯区,104.076055,30.618154,18976.8135097742
SCHOOL_868,学校,学校,大学/高等院校,成都中医药大学(人民南路校区),四川省成都市武侯区人民南路四段17号,武侯区,104.065621,30.628375,34065.1599784697
SCHOOL_869,学校,学校,小学,锦官新城小学,四川省成都市武侯区航空路9号,武侯区,104.073152,30.619537,11546.350739456
SCHOOL_873,学校,学校,大学/高等院校,西南技术物理研究所(成都本部),人民南路四段7号,武侯区,104.065453,30.632284,9355.49093398502
SCHOOL_876,学校,学校,大学/高等院校,成都中医药大学-第二临床医学院,四川省成都市武侯区人民南路四段15号,武侯区,104.06523,30.628644,6262.11524167584
SCHOOL_878,学校,学校,大学/高等院校,农业农村部沼气科学研究所,四川省成都市武侯区人民南路四段13号1栋二单元,武侯区,104.065284,30.629394,11453.4510536041
SCHOOL_879,学校,学校,大学/高等院校,西华大学(人南校区),四川省成都市武侯区人民南路三段37号,武侯区,104.06527,30.637064,18961.5589422718
SCHOOL_881,学校,学校,中学,棕北中学,四川省成都市武侯区科院街10号,武侯区,104.068398,30.629003,12167.5966446004
SCHOOL_882,学校,学校,大学/高等院校,中国科学院成都生物研究所,四川省成都市武侯区人民南路四段9号中科院成都信息技术有限公司南楼401室,武侯区,104.069032,30.632523,11723.2080206501
SCHOOL_883,学校,学校,大学/高等院校,中国科学院-成都有机化学研究所,四川省成都市武侯区人民南路四段9-10号,武侯区,104.0702,30.632478,10702.8218664618
SCHOOL_885,学校,学校,小学,成都市棕北小学,四川省成都市武侯区棕南西街2号,武侯区,104.071945,30.629058,5909.18658016631
SCHOOL_886,学校,学校,小学,成都市磨子桥小学,四川省成都市武侯区一环路南二段14号,武侯区,104.06889,30.635461,6209.61541182476
SCHOOL_888,学校,学校,大学/高等院校,中国科学院水利部成都山地灾害与环境研究所(科学园医院东南),四川省成都市武侯区人民南路四段9号中国科学院水利部成都,武侯区,104.06899,30.633352,3872.63223305925
SCHOOL_890,学校,学校,其他学校,川大双创基地,四川省成都市武侯区望江路街道科华街10号,武侯区,104.075054,30.626605,5955.99921461565
SCHOOL_891,学校,学校,其他学校,成都市武侯区教师继续教育中心,四川省成都市武侯区郭家桥西街11号,武侯区,104.077928,30.623846,3187.57235241622
SCHOOL_895,学校,学校,大学/高等院校,四川大学-科技创新中心(望江校区),四川省成都市武侯区科华北路133号,武侯区,104.077095,30.629354,10726.7434451556
SCHOOL_896,学校,学校,大学/高等院校,四川大学-研究生院(望江校区),四川省成都市武侯区一环路南一段24号,武侯区,104.077484,30.632514,24421.9391596913
SCHOOL_900,学校,学校,大学/高等院校,四川大学化学工程学院(望江校区),四川省成都市武侯区一环路南一段24号,武侯区,104.07469,30.635316,3187.26319455475
SCHOOL_901,学校,学校,其他学校,工学图书馆,四川省成都市武侯区一环路南一段24号,武侯区,104.077023,30.634161,8819.80262064674
SCHOOL_902,学校,学校,大学/高等院校,四川大学望江校区西5教学楼,成都市武侯区北园路四川大学(望江校区),武侯区,104.077105,30.636303,2822.05014627571
SCHOOL_905,学校,学校,中学,四川省成都市第十二中学,四川省成都市武侯区太平南新街68号,武侯区,104.083902,30.63768,40929.1456346831
SCHOOL_906,学校,学校,大学/高等院校,四川大学-附属实验小学(望江路校区),四川省成都市武侯区望江路29号,武侯区,104.083557,30.635847,14838.1783952428
SCHOOL_907,学校,学校,大学/高等院校,四川大学-电子信息学院(望江校区),四川省成都市武侯区一环路南一段24号四川大学望江校区东园,武侯区,104.079218,30.634992,2832.57529179174
SCHOOL_909,学校,学校,其他学校,成都七中育才学校(东湖校区),四川省成都市锦江区锦丽路(中港CCPark二期南侧),锦江区,104.093649,30.618817,25950.4399866681
SCHOOL_910,学校,学校,小学,成都师范附属小学(华润分校),四川省成都市锦江区锦华路一段260号,锦江区,104.095448,30.617666,12984.6729634719
SCHOOL_914,学校,学校,其他学校,川师附中(锦华分校),四川省成都市锦江区经天西路69号,锦江区,104.102584,30.600831,25956.4641770014
SCHOOL_915,学校,学校,小学,成都市盐道街小学(得胜分校),四川省成都市锦江区仁居路19号,锦江区,104.099251,30.603179,21574.1574070696
SCHOOL_916,学校,学校,大学/高等院校,成都市社会科学院,四川省成都市锦江区晨辉北路1号,锦江区,104.098779,30.608257,14422.2733494984
SCHOOL_921,学校,学校,中学,成都市锦江区嘉祥外国语高级中学,四川省成都市锦江区晨辉北路6号,锦江区,104.10111,30.611564,130941.227411148
SCHOOL_924,学校,学校,大学/高等院校,四川省农业科学院(静平路),四川省成都市锦江区狮子山4号,锦江区,104.105549,30.613186,28829.8284696553
SCHOOL_931,学校,学校,小学,成都市盐道街小学(东湖分校),四川省成都市锦江区锦丽路270号,锦江区,104.093293,30.620679,8929.99019340911
SCHOOL_934,学校,学校,大学/高等院校,四川大学-生命科学学院(望江校区),四川省成都市武侯区一环路南一段29号,武侯区,104.0866,30.631412,4142.22406213796
SCHOOL_936,学校,学校,大学/高等院校,四川大学(望江校区)物理馆,四川省成都市武侯区望江路29号,武侯区,104.087683,30.633572,3072.91386171908
SCHOOL_937,学校,学校,大学/高等院校,四川大学-文科楼(望江校区),四川省成都市武侯区望江路29号,武侯区,104.088739,30.635931,3950.46080724579
SCHOOL_938,学校,学校,大学/高等院校,四川大学-文理图书馆,四川省成都市武侯区一环路南一段24号,武侯区,104.087478,30.636269,5086.87349687217
SCHOOL_941,学校,学校,中学,成都市田家炳中学,四川省成都市锦江区顺江路369号,锦江区,104.093238,30.6336,20926.915790786
SCHOOL_943,学校,学校,小学,成都市东光实验小学,四川省成都市锦江区东光南二巷1号,锦江区,104.100165,30.619476,9116.11911524433
SCHOOL_945,学校,学校,小学,成都市龙舟路小学,四川省成都市锦江区糍粑店街93号,锦江区,104.09864,30.626918,8322.12881528835
SCHOOL_947,学校,学校,其他学校,交大-绿岭东区,观音桥77号,锦江区,104.104157,30.621445,8061.79534222688
SCHOOL_948,学校,学校,大学/高等院校,四川省农业科学院,四川省成都市锦江区静居寺路20号,锦江区,104.104997,30.626985,99593.3161704522
SCHOOL_953,学校,学校,中学,田家炳中学(初中部),四川省成都市锦江区工农院街69号,锦江区,104.09658,30.633374,7117.29358197877
SCHOOL_954,学校,学校,中学,四川师大附中(初中部),四川省成都市锦江区海椒市街103号,锦江区,104.097775,30.636714,15511.2878714341
SCHOOL_956,学校,学校,其他学校,成都市七中育才学校(汇源校区),四川省成都市锦江区汇泉南路336号,锦江区,104.105623,30.633826,54974.7154486522
SCHOOL_958,学校,学校,大学/高等院校,成都师范学院(人南校区),四川省成都市武侯区人民南路三段24号,武侯区,104.063026,30.639196,29805.9437805705
SCHOOL_960,学校,学校,大学/高等院校,四川大学(华西校区),成都市武侯区人民南路三段17号,武侯区,104.065719,30.643134,361064.864960779
SCHOOL_961,学校,学校,大学/高等院校,四川大学(华西校区)-东区,成都市人民南路三段17号,武侯区,104.067154,30.642842,271308.919010966
SCHOOL_962,学校,学校,大学/高等院校,四川大学华西校区东区图书馆,四川成都市武侯区人民南路三段17号,武侯区,104.066873,30.644012,2989.95262377133
SCHOOL_963,学校,学校,大学/高等院校,四川大学华西逸夫基础医学楼,四川省成都市武侯区人民南路三段17号,武侯区,104.064561,30.644098,2918.77285939058
SCHOOL_964,学校,学校,大学/高等院校,四川大学华西校区东区-第三教学楼,四川省成都市武侯区人民南路三段17号,武侯区,104.067248,30.643149,2435.35198424409
SCHOOL_967,学校,学校,其他学校,成都七中(林荫校区),四川省成都市武侯区林荫中街1号,武侯区,104.072285,30.638017,33909.4390268528
SCHOOL_968,学校,学校,小学,成都市华西小学,四川成都市武侯区新南门118号,武侯区,104.069989,30.640916,4791.02684053378
SCHOOL_969,学校,学校,小学,金苹果龙南小学,四川省成都市武侯区大学路6号,武侯区,104.069048,30.645683,6851.64825644723
SCHOOL_970,学校,学校,其他学校,四川省直属机关实验婴儿园,四川省成都市武侯区胜利新村11号,武侯区,104.071561,30.642898,4232.02943368996
SCHOOL_971,学校,学校,小学,成都市盐道街小学(本部),四川省成都市锦江区盐道街2号,锦江区,104.066171,30.651735,5311.6317379157
SCHOOL_972,学校,学校,大学/高等院校,成都信息工程大学(人南校区),四川省成都市武侯区人民南路三段6号,武侯区,104.063056,30.647665,7160.27884886257
SCHOOL_973,学校,学校,中学,四川省成都市盐道街中学,四川省成都市锦江区盐道街4号,锦江区,104.0659,30.65223,14525.0191441684
SCHOOL_974,学校,学校,中学,四川省成都市盐道街中学(高中部),四川省成都市锦江区滨江中路7号,锦江区,104.069598,30.649999,24641.2125917397
SCHOOL_978,学校,学校,小学,成都师范附属小学,四川省成都市锦江区学道街55号,锦江区,104.069894,30.654673,13742.7850926324
SCHOOL_979,学校,学校,小学,成都师范附属小学-B区,四川省成都市锦江区新半边街64号附5号,锦江区,104.069498,30.655061,4295.22291802639
SCHOOL_980,学校,学校,其他学校,成师附小c区,四川省成都市锦江区锦兴路26号,锦江区,104.070491,30.652577,3247.14527194547
SCHOOL_984,学校,学校,大学/高等院校,四川音乐学院(武侯校区),四川省成都市武侯区新生路6号,武侯区,104.07637,30.640214,52900.3170366895
SCHOOL_985,学校,学校,大学/高等院校,四川艺术职业学院,四川省成都市武侯区新生路5号,武侯区,104.077435,30.642063,12575.8776975546
SCHOOL_988,学校,学校,大学/高等院校,成都市技师学院临江路校区(临江东路),四川省成都市武侯区临江东路28号,武侯区,104.074336,30.647134,5747.19953014355
SCHOOL_990,学校,学校,大学/高等院校,成都市老年大学,四川省成都市武侯区致民东路16号,武侯区,104.082466,30.64256,16121.8785691791
SCHOOL_991,学校,学校,大学/高等院校,四川音乐学院附属实验小学,四川省成都市武侯区丝竹路165号,武侯区,104.079308,30.639842,5945.0255043889
SCHOOL_993,学校,学校,其他学校,成都七中育才学校(学道分校),四川省成都市锦江区东南里七中育才学道分校东南里5号,锦江区,104.078135,30.649382,13928.4439931119
SCHOOL_998,学校,学校,小学,成都市东城根街小学b区(B区),成都市青羊区新华大道江汉路与千祥街交叉路口往南约50米(银都大厦东侧约50米),青羊区,104.063504,30.674961,10922.1947052571
SCHOOL_1001,学校,学校,大学/高等院校,四川省科学技术信息研究所,四川省成都市锦江区大慈寺路32号,锦江区,104.082211,30.65811,4785.04880879148
SCHOOL_1002,学校,学校,中学,四川省成都市第十七中学(初中部),四川省成都市锦江区红星路二段十七中83号,锦江区,104.08101,30.661439,10059.0773302547
SCHOOL_1003,学校,学校,小学,成都市和平街小学,四川省成都市锦江区竹林巷62号,锦江区,104.079041,30.665603,3371.15636486293
SCHOOL_1006,学校,学校,小学,成都市双眼井小学,四川省成都市青羊区正通顺街99号,青羊区,104.076105,30.672988,4718.92382299697
SCHOOL_1007,学校,学校,小学,东城根街小学(C区),四川省成都市青羊区太升北路13号,青羊区,104.078871,30.671642,6565.89539406366
SCHOOL_1010,学校,学校,中学,成都市第十一中学校,四川省成都市青羊区育婴堂街33号,青羊区,104.082098,30.668651,9209.99488989659
SCHOOL_1011,学校,学校,小学,成都市新华路小学,玉沙路7家巷12号,锦江区,104.080554,30.667358,3352.01480955756
SCHOOL_1014,学校,学校,中学,成都市第十一中学(红星路校区),四川省成都市青羊区马镇街10号,青羊区,104.084093,30.671522,14454.6258977503
SCHOOL_1018,学校,学校,其他学校,成都七中育才学校(水井坊校区),四川省成都市锦江区双槐树街54号,锦江区,104.085416,30.646953,15181.1523822143
SCHOOL_1019,学校,学校,其他学校,成都化工研究设计院,四川省成都市锦江区星桥街112号,锦江区,104.086754,30.644865,7829.11498842581
SCHOOL_1020,学校,学校,小学,盐道街小学-东区,四川省成都市锦江区莲花南路10号,锦江区,104.094506,30.639018,7419.65872381694
SCHOOL_1022,学校,学校,小学,成都市娇子小学,四川省成都市锦江区宏顺街116号娇子小学二期65号,锦江区,104.093566,30.64362,10569.3637675019
SCHOOL_1024,学校,学校,小学,锦官驿小学,四川省成都市锦江区东大街牛王庙段70号,锦江区,104.088735,30.648322,7481.59050575935
SCHOOL_1025,学校,学校,其他学校,成都十七中,四川省成都市锦江区较场坝东街48号,锦江区,104.088988,30.650552,13629.0072053069
SCHOOL_1027,学校,学校,其他学校,中国电力工程顾问集团西南电力设计院有限公司,四川省成都市成华区东风路16号,成华区,104.089266,30.655953,68207.8265739215
SCHOOL_1030,学校,学校,其他学校,成都市成华区特殊教育学校,四川省成都市成华区东风路北一巷3号,成华区,104.091535,30.65664,3075.54975923417
SCHOOL_1034,学校,学校,小学,成都市双林小学(北校区),四川省成都市成华区双林中横路8号18栋,成华区,104.104183,30.650181,9081.75624854292
SCHOOL_1035,学校,学校,其他学校,成都爱思瑟国际学校,四川省成都市锦江区水碾河南路60-号,锦江区,104.09781,30.648742,8458.05750771617
SCHOOL_1036,学校,学校,其他学校,成都市列五书池学校,四川省成都市成华区双桥路248号,成华区,104.097881,30.654141,20310.8346108379
SCHOOL_1037,学校,学校,小学,成都市双林小学,四川省成都市成华区双林中横路,成华区,104.104666,30.654891,7198.34110514055
SCHOOL_1041,学校,学校,小学,成都市天涯石小学,四川省成都市锦江区天涯石南街78号,锦江区,104.085292,30.659553,11935.8943412507
SCHOOL_1046,学校,学校,中学,四川省成都市第二中学,四川省成都市锦江区红星路一段37号,锦江区,104.085117,30.667321,14228.1334663973
SCHOOL_1047,学校,学校,小学,成都市天涯石小学(昭忠祠分校),四川省成都市锦江区昭忠祠街62号,锦江区,104.086891,30.669462,3425.72922919075
SCHOOL_1049,学校,学校,中学,成都石室中学初中学校(过渡校区),四川省成都市成华区建设北路一段5号,成华区,104.093986,30.674993,9604.09998578783
SCHOOL_1050,学校,学校,大学/高等院校,成都广播电视大学(青鸟信息分院),四川省成都市成华区建设北路1段-2号-附41号,成华区,104.093296,30.674302,4780.40029630809
SCHOOL_1052,学校,学校,中学,成都列五中学(高中部),四川省成都市成华区双园巷9号,成华区,104.106319,30.658142,35136.8892416374
SCHOOL_1053,学校,学校,其他学校,成都双语实验学校,四川省成都市成华区双林路189号,成华区,104.096461,30.661498,14788.9186601978
SCHOOL_1054,学校,学校,小学,成都市成华小学校(华美校区),四川省成都市成华区新鸿南路77号11幢,成华区,104.104842,30.661647,6412.59346679858
SCHOOL_1061,学校,学校,小学,猛追湾小学,猛追湾街道建华南巷11号,成华区,104.096708,30.661837,6196.13605991481
SCHOOL_1064,学校,学校,小学,成都市培华小学,四川省成都市成华区培华西路4号,成华区,104.10002,30.669204,6188.14560710175
SCHOOL_1065,学校,学校,中学,成都石室中学初中学校(培华校区),四川省成都市成华区培华西路3号,成华区,104.10052,30.668185,14159.4274959987
SCHOOL_1067,学校,学校,小学,成都市龙成小学,四川省成都市成华区建设巷15号,成华区,104.099118,30.674735,8957.85837791004
